Compound,Workflow,,,,,,,,,,,,,,,,,,,Retention Time,,,PTC Confirmed RT,SMILES
Propizepine,TargetPeak,,,,,,,,,,,,,,,,,,,3.85,,,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
Propizepine,Fragment,,,,,,,,,,,,,,,,,,,3.85,,,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
Propizepine,Fragment,,,,,,,,,,,,,,,,,,,3.85,,,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
Propizepine,Fragment,,,,,,,,,,,,,,,,,,,3.85,,,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
Propizepine,Fragment,,,,,,,,,,,,,,,,,,,3.85,,,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
Propizepine,Fragment,,,,,,,,,,,,,,,,,,,3.85,,,,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C
Propofol,TargetPeak,,,,,,,,,,,,,,,,,,,6.27,,,,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propofol,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propofol,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propofol,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propofol,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propofol,Fragment,,,,,,,,,,,,,,,,,,,6.27,,,,CC(C)C1=C(C(=CC=C1)C(C)C)O
Propoxycaine,TargetPeak,,,,,,,,,,,,,,,,,,,3.81,,,,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
Propoxycaine,Fragment,,,,,,,,,,,,,,,,,,,3.81,,,,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
Propoxycaine,Fragment,,,,,,,,,,,,,,,,,,,3.81,,,,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
Propoxycaine,Fragment,,,,,,,,,,,,,,,,,,,3.81,,,,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
Propoxycaine,Fragment,,,,,,,,,,,,,,,,,,,3.81,,,,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
Propoxycaine,Fragment,,,,,,,,,,,,,,,,,,,3.81,,,,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
Propoxyphene,TargetPeak,,,,,,,,,,,,,,,,,,,5.96,,,5.84,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
Propoxyphene,Fragment,,,,,,,,,,,,,,,,,,,5.96,,,5.84,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
Propoxyphened5,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Propranolol,TargetPeak,,,,,,,,,,,,,,,,,,,5.02,,,5.07,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Propranolol,Fragment,,,,,,,,,,,,,,,,,,,5.02,,,5.07,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Propranolol,Fragment,,,,,,,,,,,,,,,,,,,5.02,,,5.07,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Propranolol,Fragment,,,,,,,,,,,,,,,,,,,5.02,,,5.07,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Propranolol,Fragment,,,,,,,,,,,,,,,,,,,5.02,,,5.07,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Propranolol,Fragment,,,,,,,,,,,,,,,,,,,5.02,,,5.07,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
Propylnorapomorphine,TargetPeak,,,,,,,,,,,,,,,,,,,4.06,,,,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Propylnorapomorphine,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Propylnorapomorphine,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Propylnorapomorphine,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Propylnorapomorphine,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Propylnorapomorphine,Fragment,,,,,,,,,,,,,,,,,,,4.06,,,,CCCN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
Propyphenazone,TargetPeak,,,,,,,,,,,,,,,,,,,5.88,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Propyphenazone,Fragment,,,,,,,,,,,,,,,,,,,5.88,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Propyphenazone,Fragment,,,,,,,,,,,,,,,,,,,5.88,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Propyphenazone,Fragment,,,,,,,,,,,,,,,,,,,5.88,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Propyphenazone,Fragment,,,,,,,,,,,,,,,,,,,5.88,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Propyphenazone,Fragment,,,,,,,,,,,,,,,,,,,5.88,,,,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
Proscillaridin A,TargetPeak,,,,,,,,,,,,,,,,,,,6.47,,,,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Proscillaridin A,Fragment,,,,,,,,,,,,,,,,,,,6.47,,,,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Proscillaridin A,Fragment,,,,,,,,,,,,,,,,,,,6.47,,,,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Proscillaridin A,Fragment,,,,,,,,,,,,,,,,,,,6.47,,,,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Proscillaridin A,Fragment,,,,,,,,,,,,,,,,,,,6.47,,,,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Proscillaridin A,Fragment,,,,,,,,,,,,,,,,,,,6.47,,,,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
Prosulfocarb,TargetPeak,,,,,,,,,,,,,,,,,,,8.08,,,,CCCN(CCC)C(=O)SCC1=CC=CC=C1
Prosulfocarb,Fragment,,,,,,,,,,,,,,,,,,,8.08,,,,CCCN(CCC)C(=O)SCC1=CC=CC=C1
Prosulfocarb,Fragment,,,,,,,,,,,,,,,,,,,8.08,,,,CCCN(CCC)C(=O)SCC1=CC=CC=C1
Prosulfocarb,Fragment,,,,,,,,,,,,,,,,,,,8.08,,,,CCCN(CCC)C(=O)SCC1=CC=CC=C1
Prosulfuron,TargetPeak,,,,,,,,,,,,,,,,,,,6.94,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
Prosulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.94,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
Prosulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.94,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
Prosulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.94,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
Prosulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.94,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
Prosulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.94,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F
Protriptyline,TargetPeak,,,,,,,,,,,,,,,,,,,5.85,,,,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Protriptyline,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Protriptyline,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Protriptyline,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Protriptyline,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Protriptyline,Fragment,,,,,,,,,,,,,,,,,,,5.85,,,,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13
Pseudocapsaicin Nvanillylnonamide,TargetPeak,,,,,,,,,,,,,,,,,,,6.95,,,,
Pseudocapsaicin Nvanillylnonamide,Fragment,,,,,,,,,,,,,,,,,,,6.95,,,,
Pseudoephedrine,TargetPeak,,,,,,,,,,,,,,,,,,,2.6,,,2.9,CC(C(C1=CC=CC=C1)O)NC
Pseudoephedrine,Fragment,,,,,,,,,,,,,,,,,,,2.6,,,2.9,CC(C(C1=CC=CC=C1)O)NC
Pseudoephedrine,Fragment,,,,,,,,,,,,,,,,,,,2.6,,,2.9,CC(C(C1=CC=CC=C1)O)NC
Pseudoephedrine,Fragment,,,,,,,,,,,,,,,,,,,2.6,,,2.9,CC(C(C1=CC=CC=C1)O)NC
Pyracarbolid,TargetPeak,,,,,,,,,,,,,,,,,,,5.68,,,,CC1=C(CCCO1)C(=O)NC2=CC=CC=C2
Pyracarbolid,Fragment,,,,,,,,,,,,,,,,,,,5.68,,,,CC1=C(CCCO1)C(=O)NC2=CC=CC=C2
Pyracarbolid,Fragment,,,,,,,,,,,,,,,,,,,5.68,,,,CC1=C(CCCO1)C(=O)NC2=CC=CC=C2
Pyraclofos,TargetPeak,,,,,,,,,,,,,,,,,,,7.78,,,,CCCSP(=O)(OCC)OC1=CN(N=C1)C2=CC=C(C=C2)Cl
Pyraclofos,Fragment,,,,,,,,,,,,,,,,,,,7.78,,,,CCCSP(=O)(OCC)OC1=CN(N=C1)C2=CC=C(C=C2)Cl
Pyraclofos,Fragment,,,,,,,,,,,,,,,,,,,7.78,,,,CCCSP(=O)(OCC)OC1=CN(N=C1)C2=CC=C(C=C2)Cl
Pyraclofos,Fragment,,,,,,,,,,,,,,,,,,,7.78,,,,CCCSP(=O)(OCC)OC1=CN(N=C1)C2=CC=C(C=C2)Cl
Pyraclofos,Fragment,,,,,,,,,,,,,,,,,,,7.78,,,,CCCSP(=O)(OCC)OC1=CN(N=C1)C2=CC=C(C=C2)Cl
Pyraclofos,Fragment,,,,,,,,,,,,,,,,,,,7.78,,,,CCCSP(=O)(OCC)OC1=CN(N=C1)C2=CC=C(C=C2)Cl
Pyraclostrobin,TargetPeak,,,,,,,,,,,,,,,,,,,7.92,,,,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
Pyraclostrobin,Fragment,,,,,,,,,,,,,,,,,,,7.92,,,,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
Pyraclostrobin,Fragment,,,,,,,,,,,,,,,,,,,7.92,,,,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
Pyraclostrobin,Fragment,,,,,,,,,,,,,,,,,,,7.92,,,,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
Pyraclostrobin,Fragment,,,,,,,,,,,,,,,,,,,7.92,,,,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
Pyraclostrobin,Fragment,,,,,,,,,,,,,,,,,,,7.92,,,,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
Pyraflufenethyl,TargetPeak,,,,,,,,,,,,,,,,,,,7.9,,,,
Pyraflufenethyl,Fragment,,,,,,,,,,,,,,,,,,,7.9,,,,
Pyraflufenethyl,Fragment,,,,,,,,,,,,,,,,,,,7.9,,,,
Pyraflufenethyl,Fragment,,,,,,,,,,,,,,,,,,,7.9,,,,
Pyraflufenethyl,Fragment,,,,,,,,,,,,,,,,,,,7.9,,,,
Pyraflufenethyl,Fragment,,,,,,,,,,,,,,,,,,,7.9,,,,
Pyrazinamide,TargetPeak,,,,,,,,,,,,,,,,,,,0.94,,,,C1=CN=C(C=N1)C(=O)N
Pyrazinamide,Fragment,,,,,,,,,,,,,,,,,,,0.94,,,,C1=CN=C(C=N1)C(=O)N
Pyrazinamide,Fragment,,,,,,,,,,,,,,,,,,,0.94,,,,C1=CN=C(C=N1)C(=O)N
Pyrazinamide,Fragment,,,,,,,,,,,,,,,,,,,0.94,,,,C1=CN=C(C=N1)C(=O)N
Pyrazinamide,Fragment,,,,,,,,,,,,,,,,,,,0.94,,,,C1=CN=C(C=N1)C(=O)N
Pyrazinamide,Fragment,,,,,,,,,,,,,,,,,,,0.94,,,,C1=CN=C(C=N1)C(=O)N
Pyrazolynate,TargetPeak,,,,,,,,,,,,,,,,,,,8.14,,,,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Pyrazolynate,Fragment,,,,,,,,,,,,,,,,,,,8.14,,,,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Pyrazolynate,Fragment,,,,,,,,,,,,,,,,,,,8.14,,,,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Pyrazolynate,Fragment,,,,,,,,,,,,,,,,,,,8.14,,,,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Pyrazolynate,Fragment,,,,,,,,,,,,,,,,,,,8.14,,,,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Pyrazolynate,Fragment,,,,,,,,,,,,,,,,,,,8.14,,,,CC1=CC=C(C=C1)S(=O)(=O)OC2=C(C(=NN2C)C)C(=O)C3=C(C=C(C=C3)Cl)Cl
Pyrazophos,TargetPeak,,,,,,,,,,,,,,,,,,,7.82,,,,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
Pyrazophos,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
Pyrazophos,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
Pyrazophos,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
Pyrazophos,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
Pyrazophos,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
Pyrazosulfuronethyl,TargetPeak,,,,,,,,,,,,,,,,,,,6.99,,,,
Pyrazosulfuronethyl,Fragment,,,,,,,,,,,,,,,,,,,6.99,,,,
Pyrazosulfuronethyl,Fragment,,,,,,,,,,,,,,,,,,,6.99,,,,
Pyrazosulfuronethyl,Fragment,,,,,,,,,,,,,,,,,,,6.99,,,,
Pyrazosulfuronethyl,Fragment,,,,,,,,,,,,,,,,,,,6.99,,,,
Pyrazoxyfen,TargetPeak,,,,,,,,,,,,,,,,,,,7.68,,,,CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C
Pyrazoxyfen,Fragment,,,,,,,,,,,,,,,,,,,7.68,,,,CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C
Pyrazoxyfen,Fragment,,,,,,,,,,,,,,,,,,,7.68,,,,CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C
Pyrazoxyfen,Fragment,,,,,,,,,,,,,,,,,,,7.68,,,,CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C
Pyrazoxyfen,Fragment,,,,,,,,,,,,,,,,,,,7.68,,,,CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C
Pyridaben,TargetPeak,,,,,,,,,,,,,,,,,,,8.85,,,,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl
Pyridaben,Fragment,,,,,,,,,,,,,,,,,,,8.85,,,,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl
Pyridaben,Fragment,,,,,,,,,,,,,,,,,,,8.85,,,,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl
Pyridaben,Fragment,,,,,,,,,,,,,,,,,,,8.85,,,,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl
Pyridaphenthion,TargetPeak,,,,,,,,,,,,,,,,,,,7.28,,,,CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2
Pyridaphenthion,Fragment,,,,,,,,,,,,,,,,,,,7.28,,,,CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2
Pyridaphenthion,Fragment,,,,,,,,,,,,,,,,,,,7.28,,,,CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2
Pyridaphenthion,Fragment,,,,,,,,,,,,,,,,,,,7.28,,,,CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2
Pyridaphenthion,Fragment,,,,,,,,,,,,,,,,,,,7.28,,,,CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2
Pyridaphenthion,Fragment,,,,,,,,,,,,,,,,,,,7.28,,,,CCOP(=S)(OCC)OC1=NN(C(=O)C=C1)C2=CC=CC=C2
Pyridostigmine,TargetPeak,,,,,,,,,,,,,,,,,,,1.16,,,,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
Pyridostigmine,Fragment,,,,,,,,,,,,,,,,,,,1.16,,,,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
Pyridostigmine,Fragment,,,,,,,,,,,,,,,,,,,1.16,,,,C[N+]1=CC=CC(=C1)OC(=O)N(C)C
Pyrifenoxneg,TargetPeak,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxneg,Fragment,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxneg,Fragment,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxneg,Fragment,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxneg,Fragment,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxneg,Fragment,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxpos,TargetPeak,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyrifenoxpos,Fragment,,,,,,,,,,,,,,,,,,,5.66,,,,
Pyriftalid,TargetPeak,,,,,,,,,,,,,,,,,,,6.86,,,,CC1C2=C(C(=CC=C2)SC3=NC(=CC(=N3)OC)OC)C(=O)O1
Pyriftalid,Fragment,,,,,,,,,,,,,,,,,,,6.86,,,,CC1C2=C(C(=CC=C2)SC3=NC(=CC(=N3)OC)OC)C(=O)O1
Pyriftalid,Fragment,,,,,,,,,,,,,,,,,,,6.86,,,,CC1C2=C(C(=CC=C2)SC3=NC(=CC(=N3)OC)OC)C(=O)O1
Pyriftalid,Fragment,,,,,,,,,,,,,,,,,,,6.86,,,,CC1C2=C(C(=CC=C2)SC3=NC(=CC(=N3)OC)OC)C(=O)O1
Pyriftalid,Fragment,,,,,,,,,,,,,,,,,,,6.86,,,,CC1C2=C(C(=CC=C2)SC3=NC(=CC(=N3)OC)OC)C(=O)O1
Pyriftalid,Fragment,,,,,,,,,,,,,,,,,,,6.86,,,,CC1C2=C(C(=CC=C2)SC3=NC(=CC(=N3)OC)OC)C(=O)O1
Pyrilamine,TargetPeak,,,,,,,,,,,,,,,,,,,4.51,,,,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
Pyrilamine,Fragment,,,,,,,,,,,,,,,,,,,4.51,,,,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
Pyrilamine,Fragment,,,,,,,,,,,,,,,,,,,4.51,,,,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
Pyrimethamine,TargetPeak,,,,,,,,,,,,,,,,,,,4.53,,,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrimethamine,Fragment,,,,,,,,,,,,,,,,,,,4.53,,,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrimethamine,Fragment,,,,,,,,,,,,,,,,,,,4.53,,,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrimethamine,Fragment,,,,,,,,,,,,,,,,,,,4.53,,,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrimethamine,Fragment,,,,,,,,,,,,,,,,,,,4.53,,,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrimethamine,Fragment,,,,,,,,,,,,,,,,,,,4.53,,,,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
Pyrimidifen,TargetPeak,,,,,,,,,,,,,,,,,,,7.7,,,,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl
Pyrimidifen,Fragment,,,,,,,,,,,,,,,,,,,7.7,,,,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl
Pyrimidifen,Fragment,,,,,,,,,,,,,,,,,,,7.7,,,,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl
Pyrimidifen,Fragment,,,,,,,,,,,,,,,,,,,7.7,,,,CCC1=C(C(=NC=N1)NCCOC2=C(C(=C(C=C2)CCOCC)C)C)Cl
Pyrinuron,TargetPeak,,,,,,,,,,,,,,,,,,,3.74,,,,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
Pyrinuron,Fragment,,,,,,,,,,,,,,,,,,,3.74,,,,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
Pyrinuron,Fragment,,,,,,,,,,,,,,,,,,,3.74,,,,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
Pyrinuron,Fragment,,,,,,,,,,,,,,,,,,,3.74,,,,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
Pyrinuron,Fragment,,,,,,,,,,,,,,,,,,,3.74,,,,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
Pyrithiobac,TargetPeak,,,,,,,,,,,,,,,,,,,6.41,,,,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)O)OC
Pyrithiobac,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)O)OC
Pyrithiobac,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)O)OC
Pyrithiobac,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)O)OC
Pyrithiobac,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)O)OC
Pyrithiobac,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)O)OC
Pyroquilon,TargetPeak,,,,,,,,,,,,,,,,,,,5.07,,,,C1CC(=O)N2CCC3=CC=CC1=C32
Pyroquilon,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,C1CC(=O)N2CCC3=CC=CC1=C32
Pyroquilon,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,C1CC(=O)N2CCC3=CC=CC1=C32
Pyroquilon,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,C1CC(=O)N2CCC3=CC=CC1=C32
Pyroquilon,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,C1CC(=O)N2CCC3=CC=CC1=C32
Pyroquilon,Fragment,,,,,,,,,,,,,,,,,,,5.07,,,,C1CC(=O)N2CCC3=CC=CC1=C32
Quetiapine,TargetPeak,,,,,,,,,,,,,,,,,,,5.5,,,5.27,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Quetiapine,Fragment,,,,,,,,,,,,,,,,,,,5.5,,,5.27,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Quetiapine,Fragment,,,,,,,,,,,,,,,,,,,5.5,,,5.27,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Quetiapine,Fragment,,,,,,,,,,,,,,,,,,,5.5,,,5.27,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Quetiapine,Fragment,,,,,,,,,,,,,,,,,,,5.5,,,5.27,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Quetiapine,Fragment,,,,,,,,,,,,,,,,,,,5.5,,,5.27,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Quetiapine13C4,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Quinalphos,TargetPeak,,,,,,,,,,,,,,,,,,,7.52,,,,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
Quinalphos,Fragment,,,,,,,,,,,,,,,,,,,7.52,,,,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
Quinalphos,Fragment,,,,,,,,,,,,,,,,,,,7.52,,,,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
